"name"	 "X180913.190529_Brain_S36"	 "X32141643_EXO_S1"	 "X32141786_EXO_S2"	 "X32150013_EXO_S3"	 "X32150076_EXO_S4"	 "X32150080_EXO_S5"	 "X32150147_EXO_S6"	 "X32150163_EXO_S7"	 "X32150243_EXO_S8"	 "X32150292_EXO_S9"	 "X32150424_EXO_S10"	 "X32150696_EXO_S11"	 "X32150698_EXO_S12"	 "X32150825_EXO_S13"	 "X32150844_EXO_S14"	 "X32150849_EXO_S15"	 "X32150993_EXO_S16"	 "X32151026_EXO_S17"	 "X32151125_EXO_S18"	 "X32151152_EXO_S19"	 "X32151180_EXO_S20"	 "X32151226_EXO_S21"	 "X32151444_EXO_S22"	 "X32151565_EXO_S23"	 "X32151667_EXO_S24"	 "X32151691_EXO_S25"	 "X32151725_EXO_S26"	 "X32151765_EXO_S27"	 "X32151859_EXO_S28"	 "X32151881_EXO_S29"	 "X32151984_EXO_S30"	 "X32152084_EXO_S31"	 "X32152094_EXO_S32"	 "X32152253_EXO_S33"	 "X32152273_EXO_S34"	 "X32152341_EXO_S35"
"69"	 "hsa-miR-885-5p"	 7291	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"70"	 "hsa-miR-27a-3p"	 7235	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"71"	 "hsa-miR-93-5p"	 7106	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"72"	 "hsa-miR-140-3p"	 7059	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"73"	 "hsa-let-7d-3p"	 6267	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"74"	 "hsa-miR-330-3p"	 6158	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"75"	 "hsa-miR-584-5p"	 6024	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"76"	 "hsa-miR-543"	 5855	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"77"	 "hsa-miR-409-3p"	 5791	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"78"	 "hsa-miR-485-3p"	 5454	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"79"	 "hsa-miR-382-5p"	 5445	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"80"	 "hsa-miR-127-3p"	 5389	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"81"	 "hsa-miR-1-3p"	 5316	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"82"	 "hsa-miR-744-5p"	 5312	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"83"	 "hsa-miR-335-5p"	 5151	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"84"	 "hsa-miR-423-5p"	 5077	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"85"	 "hsa-miR-204-5p"	 5048	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"86"	 "hsa-miR-186-5p"	 5038	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"87"	 "hsa-miR-432-5p"	 4805	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"88"	 "hsa-miR-328-3p"	 4805	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"89"	 "hsa-miR-361-5p"	 4655	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"90"	 "hsa-miR-340-3p"	 4639	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"91"	 "hsa-miR-125b-2-3p"	 4588	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"92"	 "hsa-miR-132-5p"	 4352	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"93"	 "hsa-miR-411-5p"	 4257	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"94"	 "hsa-miR-342-3p"	 4234	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"95"	 "hsa-miR-29b-3p"	 4199	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"96"	 "hsa-miR-486-5p"	 4108	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"97"	 "hsa-miR-374b-5p"	 4078	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"98"	 "hsa-miR-126-5p"	 4078	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"99"	 "hsa-miR-30b-5p"	 4022	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"100"	 "hsa-miR-25-3p"	 3951	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"101"	 "hsa-miR-197-3p"	 3938	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"102"	 "hsa-miR-30a-3p"	 3854	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"103"	 "hsa-miR-148b-3p"	 3775	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"104"	 "hsa-miR-598-3p"	 3634	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"105"	 "hsa-miR-107"	 3556	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"106"	 "hsa-miR-195-5p"	 3333	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"107"	 "hsa-miR-30e-3p"	 3193	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"108"	 "hsa-miR-151b"	 3096	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"109"	 "hsa-miR-485-5p"	 3068	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"110"	 "hsa-miR-504-5p"	 2897	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"111"	 "hsa-miR-185-5p"	 2861	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"112"	 "hsa-miR-1301-3p"	 2807	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"113"	 "hsa-miR-361-3p"	 2774	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"114"	 "hsa-miR-370-3p"	 2545	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"115"	 "hsa-miR-425-5p"	 2448	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"116"	 "hsa-miR-1180-3p"	 2437	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"117"	 "hsa-miR-145-5p"	 2423	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"118"	 "hsa-miR-421"	 2419	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"119"	 "hsa-miR-29c-3p"	 2401	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"120"	 "hsa-miR-874-3p"	 2367	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"121"	 "hsa-miR-574-3p"	 2356	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"122"	 "hsa-miR-652-3p"	 2195	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"123"	 "hsa-miR-136-3p"	 2195	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"124"	 "hsa-miR-139-3p"	 2084	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"125"	 "hsa-miR-323b-3p"	 1958	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"126"	 "hsa-miR-3613-5p"	 1915	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"127"	 "hsa-miR-28-5p"	 1912	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"128"	 "hsa-miR-656-3p"	 1868	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"129"	 "hsa-miR-135a-5p"	 1818	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"130"	 "hsa-let-7b-3p"	 1666	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"131"	 "hsa-miR-378a-3p"	 1576	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"132"	 "hsa-miR-15b-5p"	 1574	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"133"	 "hsa-miR-346"	 1561	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"134"	 "hsa-miR-484"	 1539	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"135"	 "hsa-miR-138-5p"	 1524	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"136"	 "hsa-miR-654-3p"	 1511	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"137"	 "hsa-miR-383-5p"	 1460	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"138"	 "hsa-miR-134-5p"	 1458	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"139"	 "hsa-miR-181a-2-3p"	 1457	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"140"	 "hsa-miR-106b-5p"	 1389	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"141"	 "hsa-miR-335-3p"	 1355	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"142"	 "hsa-miR-199a-3p"	 1337	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"143"	 "hsa-miR-199b-3p"	 1331	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"144"	 "hsa-miR-223-3p"	 1324	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"145"	 "hsa-miR-1260b"	 1313	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"146"	 "hsa-miR-320b"	 1310	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"147"	 "hsa-miR-1260a"	 1309	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"148"	 "hsa-miR-150-5p"	 1298	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"149"	 "hsa-miR-382-3p"	 1283	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"150"	 "hsa-miR-146a-5p"	 1264	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
